ID,Time,Pct
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:01:00,0.5833333333333334
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:02:00,1
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:03:00,0.4
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:04:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:05:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:06:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:07:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:08:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:09:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:10:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:11:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:12:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:13:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:14:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:15:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:16:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:17:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:18:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:19:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:20:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:21:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:22:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:23:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:24:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:25:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:26:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:27:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:28:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:29:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:30:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:31:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:32:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:33:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:34:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:35:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:36:00,0
EUI64-D0CF5EFFFE59F26C-3-Motion,2019-11-1 15:37:00,0
